scenario,seed,vehicle_id,duration_s,time_loss_s,waiting_time_s,depart_delay_s,route_length_m,co2_mg,nox_mg,fuel_mg
baseline,1,north_to_south_0.101,101.0,29.08,9.0,0.87,994.9,254284.726589,100.576778,81106.005814
baseline,1,north_to_south_0.108,76.0,4.05,0.0,0.73,994.9,176507.226262,65.125235,56297.820106
baseline,1,north_to_south_0.103,96.0,23.85,3.0,0.4,994.9,231385.944127,90.608904,73801.995505
baseline,1,south_to_north_1.60,75.0,3.25,0.0,0.04,994.9,175496.590206,61.482917,55975.705407
baseline,1,south_to_north_1.59,86.0,4.51,0.0,0.81,994.9,184824.895468,65.638921,58951.30001
baseline,1,south_to_north_1.61,75.0,3.32,0.0,0.27,994.9,170402.017413,59.108723,54350.807462
baseline,1,north_to_south_0.111,76.0,3.66,0.0,0.53,994.9,172543.265166,60.185476,55033.75613
baseline,1,north_to_south_0.109,84.0,4.08,0.0,0.99,994.9,181690.533995,65.210702,57951.455203
baseline,1,north_to_south_0.110,84.0,4.01,0.0,0.26,994.9,178408.550058,63.563117,56904.668744
baseline,1,east_to_west_2.51,116.0,44.08,35.0,0.5,994.9,298655.512599,119.470508,95259.68734
baseline,1,west_to_east_3.47,107.0,35.08,25.0,0.35,994.9,268060.705781,104.991357,85500.846208
baseline,1,east_to_west_2.52,110.0,37.69,28.0,0.0,994.9,273211.989451,107.186492,87144.032443
baseline,1,west_to_east_3.49,93.0,20.46,9.0,0.68,994.9,223142.556199,85.029645,71173.138245
baseline,1,east_to_west_2.53,105.0,29.42,19.0,0.5,994.9,256489.559566,99.221915,81809.995549
baseline,1,east_to_west_2.54,99.0,22.03,11.0,0.0,994.9,235887.115041,89.510336,75238.407396
baseline,1,west_to_east_3.50,87.0,14.65,3.0,0.35,994.9,219835.835553,83.40287,70118.135798
baseline,1,east_to_west_2.55,92.0,19.69,8.0,0.5,994.9,228052.86942,87.602206,72739.129095
baseline,1,west_to_east_3.46,122.0,36.34,26.0,0.68,994.9,285766.160425,112.777357,91148.536469
baseline,1,west_to_east_3.48,106.0,28.6,17.0,0.02,994.9,252384.538665,99.681013,80500.506015
baseline,1,east_to_west_2.56,86.0,11.48,1.0,0.0,994.9,219334.113861,82.175405,69958.017069
baseline,1,east_to_west_2.57,78.0,6.31,0.0,0.5,994.9,189554.090456,71.945734,60459.068404
baseline,1,east_to_west_2.58,76.0,3.68,0.0,0.0,994.9,170823.110649,60.100724,54485.057763
baseline,1,west_to_east_3.51,87.0,4.97,0.0,0.02,994.9,185602.312905,67.9066,59199.111619
baseline,1,east_to_west_2.59,76.0,3.91,0.0,0.5,994.9,168469.908774,59.102589,53734.51717
baseline,1,west_to_east_3.52,94.0,4.61,0.0,0.68,994.9,184279.760443,66.083035,58777.662615
baseline,1,north_to_south_0.112,111.0,39.31,31.0,0.79,994.9,281672.805729,112.078695,89842.721451
baseline,1,north_to_south_0.113,110.0,34.98,26.0,0.06,994.9,269201.498453,105.750573,85864.824255
baseline,1,north_to_south_0.114,107.0,34.59,26.0,0.32,994.9,268937.474838,103.457841,85780.703472
baseline,1,north_to_south_0.115,104.0,31.92,20.0,0.59,994.9,272442.504354,108.075509,86898.045007
baseline,1,south_to_north_1.63,108.0,29.06,20.0,0.74,994.9,256374.042002,98.536508,81773.341367
baseline,1,north_to_south_0.116,101.0,28.45,18.0,0.86,994.9,255745.654926,99.485342,81572.554695
baseline,1,south_to_north_1.62,116.0,34.83,26.0,0.51,994.9,264128.473725,104.012645,84246.882476
baseline,1,north_to_south_0.117,99.0,26.78,16.0,0.12,994.9,259817.325728,101.719386,82870.986317
baseline,1,south_to_north_1.65,96.0,17.48,8.0,0.21,994.9,216229.196332,82.036799,68968.235417
baseline,1,north_to_south_0.119,92.0,18.78,9.0,0.65,994.9,233854.889087,90.180798,74589.802172
baseline,1,south_to_north_1.64,104.0,28.67,17.0,0.98,994.9,258610.866958,102.48029,82486.227364
baseline,1,south_to_north_1.67,84.0,11.89,0.0,0.68,994.9,203223.182762,76.990247,64819.099579
baseline,1,north_to_south_0.118,98.0,20.62,11.0,0.39,994.9,231037.279204,89.374118,73691.304475
baseline,1,south_to_north_1.66,92.0,20.26,6.0,0.44,994.9,244384.19452,94.386291,77948.032755
baseline,1,north_to_south_0.121,87.0,14.89,3.0,0.19,994.9,228409.319855,89.210076,72852.387186
baseline,1,south_to_north_1.68,79.0,6.73,0.0,0.91,994.9,185701.14935,67.392153,59230.434469
baseline,1,north_to_south_0.123,81.0,8.83,0.0,0.72,994.9,214788.967288,81.997371,68507.882351
baseline,1,north_to_south_0.120,93.0,14.12,5.0,0.92,994.9,223642.974585,85.401291,71332.591486
baseline,1,north_to_south_0.124,80.0,3.94,0.0,0.98,994.9,185985.309289,68.389286,59321.013013
baseline,1,north_to_south_0.125,81.0,4.49,0.0,0.25,994.9,179060.177189,63.720222,57112.438684
baseline,1,south_to_north_1.70,76.0,3.41,0.0,0.38,994.9,169722.372292,60.654515,54133.889941
baseline,1,north_to_south_0.127,76.0,3.49,0.0,0.78,994.9,176439.94678,63.447206,56276.470226
baseline,1,north_to_south_0.126,83.0,4.58,0.0,0.52,994.9,187563.207269,67.424741,59824.54428
baseline,1,north_to_south_0.128,78.0,5.66,0.0,0.05,994.9,184645.289302,68.721419,58893.46932
baseline,1,north_to_south_0.122,101.0,6.44,0.0,0.45,994.9,196171.907842,72.610756,62570.773484
baseline,1,south_to_north_1.69,90.0,5.1,0.0,0.15,994.9,188895.582872,70.685693,60249.469083
baseline,1,south_to_north_1.71,76.0,3.64,0.0,0.61,994.9,173273.142109,62.398047,55266.401782
baseline,1,north_to_south_0.129,78.0,3.97,0.0,0.31,994.9,167571.252168,59.874164,53447.860635
baseline,1,east_to_west_2.60,119.0,46.7,38.0,0.0,994.9,295915.919425,119.118471,94385.949479
baseline,1,east_to_west_2.61,111.0,38.65,30.0,0.5,994.9,279972.957705,111.15252,89300.529276
baseline,1,west_to_east_3.55,110.0,37.94,29.0,0.69,994.9,276398.093831,108.289169,88160.345723
baseline,1,east_to_west_2.62,106.0,33.77,24.0,0.0,994.9,263040.917775,104.209001,83899.615897
baseline,1,east_to_west_2.64,94.0,20.04,12.0,0.0,994.9,241704.120653,92.843231,77093.546402
baseline,1,west_to_east_3.53,133.0,50.15,42.0,0.35,994.9,318438.037917,127.371673,101570.18313
baseline,1,east_to_west_2.63,102.0,22.36,11.0,0.5,994.9,233164.230606,89.857626,74369.892433
baseline,1,west_to_east_3.56,109.0,28.02,18.0,0.35,994.9,261030.442688,101.443452,83258.390709
baseline,1,east_to_west_2.66,81.0,8.41,0.0,0.0,994.9,193531.153565,71.740514,61727.802104
baseline,1,west_to_east_3.58,93.0,20.57,5.0,0.69,994.9,233079.238478,89.729736,74342.292582
baseline,1,east_to_west_2.65,89.0,11.58,0.0,0.5,994.9,204085.89741,76.83875,65094.535605
baseline,1,west_to_east_3.59,87.0,8.6,0.0,0.35,994.9,203910.469605,76.228067,65038.498975
baseline,1,west_to_east_3.54,131.0,41.72,31.0,0.02,994.9,289003.729846,116.287365,92181.394621
baseline,1,west_to_east_3.60,81.0,6.85,0.0,0.02,994.9,192826.431028,70.827472,61503.081747
baseline,1,east_to_west_2.67,78.0,4.06,0.0,0.5,994.9,175149.257067,62.382881,55864.9349
baseline,1,west_to_east_3.57,107.0,35.21,16.0,0.02,994.9,263511.693878,104.041647,84049.526718
baseline,1,west_to_east_3.61,75.0,3.37,0.0,0.69,994.9,171008.435024,59.792336,54544.194718
baseline,1,east_to_west_2.68,76.0,3.49,0.0,0.0,994.9,173491.319824,62.822952,55335.956532
baseline,1,south_to_north_1.73,107.0,35.12,25.0,0.08,994.9,270903.596723,106.703294,86407.625984
baseline,1,south_to_north_1.75,95.0,23.07,12.0,0.55,994.9,231096.884042,89.202834,73710.368033
baseline,1,north_to_south_0.130,118.0,40.76,31.0,0.58,994.9,283346.59913,111.69078,90376.870837
baseline,1,south_to_north_1.72,116.0,38.12,30.0,0.85,994.9,274223.914865,107.167543,87467.09873
baseline,1,south_to_north_1.74,104.0,28.79,20.0,0.32,994.9,252624.808274,98.894857,80577.217222
baseline,1,north_to_south_0.134,105.0,32.08,19.0,0.64,994.9,256055.902738,102.366563,81671.364223
baseline,1,south_to_north_1.76,91.0,16.21,7.0,0.78,994.9,223080.625972,83.671808,71153.400559
baseline,1,north_to_south_0.131,117.0,34.0,25.0,0.85,994.9,266810.358409,105.020429,85102.280538
baseline,1,north_to_south_0.136,99.0,27.25,15.0,0.18,994.9,254814.185524,100.606261,81275.162358
baseline,1,north_to_south_0.138,93.0,21.16,9.0,0.71,994.9,263450.635427,104.438565,84029.31258
baseline,1,north_to_south_0.132,117.0,32.51,23.0,0.11,994.9,270452.601387,105.944108,86263.99262
baseline,1,north_to_south_0.139,91.0,18.92,5.0,0.97,994.9,254032.617368,100.598331,81025.223398
baseline,1,north_to_south_0.133,115.0,32.22,21.0,0.38,994.9,259340.967086,103.229,82719.628923
baseline,1,north_to_south_0.141,86.0,12.79,0.0,0.51,994.9,234405.212054,90.568403,74764.777106
baseline,1,north_to_south_0.135,109.0,31.54,17.0,0.91,994.9,279574.68264,111.363167,89172.87944
baseline,1,south_to_north_1.78,87.0,4.65,0.0,0.25,994.9,173375.953711,62.325932,55299.563432
baseline,1,north_to_south_0.137,104.0,22.76,10.0,0.44,994.9,254060.378325,99.765719,81034.717139
baseline,1,south_to_north_1.77,95.0,5.8,0.0,0.02,994.9,196259.780053,72.73877,62598.559574
baseline,1,north_to_south_0.143,82.0,4.91,0.0,0.04,994.9,181457.620787,64.581999,57877.132897
baseline,1,south_to_north_1.79,82.0,4.65,0.0,0.49,994.9,172784.302138,62.384013,55110.658472
baseline,1,north_to_south_0.140,95.0,11.73,0.0,0.24,994.9,217887.828779,83.350777,69496.790193
baseline,1,north_to_south_0.144,80.0,6.07,0.0,0.3,994.9,181769.137582,67.911004,57976.16146
baseline,1,south_to_north_1.80,76.0,3.53,0.0,0.72,994.9,177649.427296,63.271832,56662.289428
baseline,1,north_to_south_0.142,88.0,16.14,0.0,0.77,994.9,205275.050607,78.196724,65473.615639
baseline,1,north_to_south_0.145,77.0,5.23,0.0,0.57,994.9,184818.873652,66.961958,58948.982288
baseline,1,north_to_south_0.146,75.0,3.29,0.0,0.84,994.9,169259.04712,61.217293,53986.057236
baseline,1,north_to_south_0.147,76.0,4.03,0.0,0.1,994.9,165800.278549,57.893112,52883.049342
baseline,1,south_to_north_1.81,76.0,3.64,0.0,0.95,994.9,169586.789614,60.660681,54090.650121
baseline,1,north_to_south_0.148,76.0,3.73,0.0,0.37,994.9,164129.623929,58.885247,52350.046888
baseline,1,east_to_west_2.69,121.0,48.89,41.0,0.5,994.9,304338.49338,122.33471,97072.600117
baseline,1,west_to_east_3.63,114.0,41.96,32.0,0.02,994.9,285649.963185,113.792536,91111.427146
baseline,1,west_to_east_3.62,123.0,50.48,41.0,0.35,994.9,306504.828579,123.191731,97763.665747
baseline,1,west_to_east_3.65,99.0,27.11,18.0,0.36,994.9,245292.580819,94.247456,78238.462506
baseline,1,west_to_east_3.64,108.0,35.53,25.0,0.69,994.9,269093.759463,106.911854,85830.26937
baseline,1,east_to_west_2.72,102.0,29.13,19.0,0.0,994.9,248119.534844,97.619915,79140.122738
baseline,1,west_to_east_3.67,84.0,12.02,3.0,0.69,994.9,202430.66856,75.243698,64566.65803
baseline,1,east_to_west_2.70,119.0,36.61,29.0,0.0,994.9,273355.291421,107.793982,87190.05063
baseline,1,west_to_east_3.66,94.0,20.47,10.0,0.02,994.9,232026.657257,87.181369,74006.958519
baseline,1,east_to_west_2.74,89.0,16.83,6.0,0.0,994.9,213015.400075,79.332521,67942.980255
baseline,1,west_to_east_3.68,78.0,5.82,0.0,0.36,994.9,183959.394823,66.69912,58674.866871
baseline,1,east_to_west_2.71,113.0,33.43,22.0,0.5,994.9,271398.994119,107.265242,86565.619991
baseline,1,east_to_west_2.75,83.0,9.64,0.0,0.5,994.9,192224.262521,71.541192,61311.014622
baseline,1,east_to_west_2.73,100.0,25.31,12.0,0.5,994.9,260575.599046,101.807896,83112.739283
baseline,1,east_to_west_2.76,83.0,4.19,0.0,0.0,994.9,180959.01824,65.617216,57718.027047
baseline,1,west_to_east_3.69,79.0,3.7,0.0,0.02,994.9,177486.479115,63.634184,56610.394363
baseline,1,east_to_west_2.77,76.0,3.6,0.0,0.5,994.9,179023.176406,64.126339,57100.454402
baseline,1,east_to_west_2.78,76.0,3.56,0.0,0.0,994.9,171927.291934,61.39993,54837.176688
baseline,1,west_to_east_3.70,78.0,3.78,0.0,0.69,994.9,168680.267681,59.331592,53801.669319
baseline,1,north_to_south_0.150,110.0,38.16,29.0,0.9,994.9,278958.340957,110.773265,88976.862507
baseline,1,south_to_north_1.83,110.0,35.81,27.0,0.42,994.9,271423.859743,106.428849,86573.702607
baseline,1,north_to_south_0.152,105.0,33.27,23.0,0.43,994.9,261225.076602,102.52422,83320.49655
baseline,1,south_to_north_1.85,97.0,24.99,15.0,0.89,994.9,237873.649316,91.966441,75871.899363
baseline,1,north_to_south_0.149,117.0,40.73,30.0,0.63,994.9,278369.960737,110.430265,88789.503623
baseline,1,south_to_north_1.82,121.0,39.15,29.0,0.19,994.9,279506.502967,109.390383,89152.177352
baseline,1,north_to_south_0.151,112.0,39.69,27.0,0.17,994.9,273759.825257,107.938629,87318.875311
baseline,1,south_to_north_1.87,87.0,13.72,3.0,0.36,994.9,214241.64566,80.215996,68333.962484
baseline,1,north_to_south_0.154,101.0,26.95,16.0,0.96,994.9,251285.414654,98.022775,80149.858288
baseline,1,south_to_north_1.84,109.0,34.11,22.0,0.66,994.9,275382.608555,109.874551,87835.941523
baseline,1,north_to_south_0.155,99.0,27.36,14.0,0.23,994.9,244977.768586,94.520542,78138.002467
baseline,1,south_to_north_1.89,77.0,3.65,0.0,0.83,994.9,179492.930874,65.106171,57250.222985
baseline,1,north_to_south_0.153,109.0,26.77,16.0,0.7,994.9,253614.944643,98.828408,80893.107602
baseline,1,south_to_north_1.86,99.0,16.2,6.0,0.12,994.9,230959.239672,85.954558,73666.655691
baseline,1,north_to_south_0.158,91.0,18.8,6.0,0.03,994.9,235412.141415,92.103283,75086.2539
baseline,1,south_to_north_1.88,85.0,13.34,0.0,0.59,994.9,223257.512445,85.629954,71209.118806
baseline,1,north_to_south_0.156,100.0,27.55,11.0,0.5,994.9,250862.269665,100.506473,80014.446546
baseline,1,south_to_north_1.90,76.0,3.61,0.0,0.06,994.9,166135.733923,57.544186,52990.063426
baseline,1,north_to_south_0.159,92.0,10.23,0.0,0.29,994.9,201280.185313,76.300053,64199.720065
baseline,1,north_to_south_0.157,100.0,13.88,1.0,0.76,994.9,214291.974301,79.732435,68350.378965
baseline,1,north_to_south_0.161,86.0,13.84,0.0,0.83,994.9,216881.272133,82.613131,69175.419563
baseline,1,north_to_south_0.160,91.0,18.89,0.0,0.56,994.9,219586.573033,85.128556,70038.485367
baseline,1,north_to_south_0.162,85.0,4.55,0.0,0.09,994.9,179749.768295,64.43276,57332.463741
baseline,1,north_to_south_0.163,82.0,9.69,0.0,0.36,994.9,190611.241355,70.629065,60796.507138
baseline,1,north_to_south_0.164,80.0,7.41,0.0,0.62,994.9,195486.946527,72.766272,62351.531788
baseline,1,south_to_north_1.91,78.0,3.74,0.0,0.29,994.9,168413.093978,59.842272,53716.389817
baseline,1,north_to_south_0.166,76.0,3.5,0.0,0.16,994.9,166741.554743,59.277236,53183.168426
baseline,1,north_to_south_0.165,81.0,3.73,0.0,0.89,994.9,174518.263716,63.293057,55663.6517
baseline,1,west_to_east_3.71,117.0,44.62,36.0,0.36,994.9,293649.255217,118.050206,93662.927664
baseline,1,east_to_west_2.80,109.0,37.2,28.0,0.0,994.9,267327.975697,106.837686,85267.194279
baseline,1,east_to_west_2.79,117.0,44.48,36.0,0.5,994.9,295619.070458,117.702322,94291.255056
baseline,1,west_to_east_3.72,110.0,37.49,28.0,0.02,994.9,276013.78097,109.131415,88037.661056
baseline,1,east_to_west_2.81,103.0,31.15,22.0,0.5,994.9,270336.855053,105.497176,86226.586843
baseline,1,west_to_east_3.73,102.0,29.69,21.0,0.69,994.9,247978.364509,96.428454,79095.202384
baseline,1,east_to_west_2.82,96.0,23.94,15.0,0.0,994.9,242502.001891,92.669155,77348.227692
baseline,1,west_to_east_3.74,94.0,22.01,11.0,0.36,994.9,228399.238992,87.404079,72849.959775
baseline,1,west_to_east_3.75,88.0,15.56,6.0,0.03,994.9,216503.678542,83.26438,69055.319052
baseline,1,east_to_west_2.84,83.0,11.08,1.0,0.0,994.9,202100.728373,73.202999,64461.504474
baseline,1,west_to_east_3.76,79.0,6.58,0.0,0.69,994.9,194467.515832,71.121266,62026.476234
baseline,1,east_to_west_2.85,78.0,5.47,0.0,0.5,994.9,180324.104587,66.826814,57515.250786
baseline,1,east_to_west_2.83,94.0,15.02,5.0,0.5,994.9,222001.866775,83.148699,70809.350759
baseline,1,west_to_east_3.77,75.0,2.96,0.0,0.36,994.9,165881.778584,57.641253,52909.027102
baseline,1,east_to_west_2.86,75.0,3.36,0.0,0.0,994.9,164748.264987,57.956356,52547.443219
baseline,1,west_to_east_3.78,76.0,3.71,0.0,0.03,994.9,166159.001932,57.550392,52997.484274
baseline,1,east_to_west_2.87,75.0,3.32,0.0,0.5,994.9,162649.761988,58.465593,51878.014792
baseline,1,north_to_south_0.169,109.0,36.57,27.0,0.95,994.9,272190.700937,106.636773,86818.297725
baseline,1,south_to_north_1.94,104.0,31.42,21.0,1.0,994.9,260756.27756,102.24893,83170.815394
baseline,1,north_to_south_0.170,108.0,35.97,26.0,0.22,994.9,267450.514422,105.585648,85306.183651
baseline,1,south_to_north_1.95,100.0,27.5,18.0,0.23,994.9,250849.5306,97.109703,80010.860906
baseline,1,south_to_north_1.97,87.0,15.26,5.0,0.7,994.9,205960.950847,77.860701,65692.693187
baseline,1,north_to_south_0.167,121.0,42.19,33.0,0.42,994.9,284775.366922,113.156048,90832.64893
baseline,1,north_to_south_0.172,102.0,29.92,20.0,0.75,994.9,256021.635808,100.895114,81660.584554
baseline,1,south_to_north_1.92,124.0,40.99,31.0,0.53,994.9,287156.639433,113.777615,91592.25979
baseline,1,north_to_south_0.174,97.0,24.93,13.0,0.28,994.9,236474.694602,92.843847,75425.660662
baseline,1,south_to_north_1.93,119.0,35.22,25.0,0.76,994.9,266979.552143,105.312452,85156.344262
baseline,1,north_to_south_0.176,91.0,18.88,8.0,0.82,994.9,225437.20934,86.46704,71904.972211
baseline,1,north_to_south_0.168,122.0,37.2,27.0,0.69,994.9,284785.281148,113.090528,90835.654348
baseline,1,south_to_north_1.98,86.0,7.73,0.0,0.93,994.9,197927.35481,73.80147,63130.123971
baseline,1,south_to_north_1.96,101.0,27.35,12.0,0.46,994.9,250476.09442,95.904803,79891.674116
baseline,1,north_to_south_0.179,82.0,9.82,0.0,0.61,994.9,190893.04234,70.241417,60886.504497
baseline,1,north_to_south_0.171,113.0,32.62,20.0,0.49,994.9,269865.113233,107.402693,86076.17379
baseline,1,north_to_south_0.173,107.0,23.53,13.0,0.02,994.9,247960.299695,95.944651,79089.360768
baseline,1,south_to_north_1.100,76.0,3.72,0.0,0.4,994.9,175526.223035,62.352238,55985.104221
baseline,1,north_to_south_0.175,101.0,29.02,12.0,0.55,994.9,252843.985917,98.269357,80646.765283
baseline,1,north_to_south_0.178,90.0,12.6,2.0,0.35,994.9,206668.505239,77.836507,65918.462759
baseline,1,north_to_south_0.177,96.0,23.77,6.0,0.08,994.9,244222.898506,96.350278,77896.528846
baseline,1,north_to_south_0.181,81.0,8.91,0.0,0.15,994.9,210626.134396,80.982864,67180.098351
baseline,1,north_to_south_0.180,86.0,13.61,0.0,0.88,994.9,238809.829885,93.660824,76169.39658
baseline,1,north_to_south_0.182,80.0,3.88,0.0,0.41,994.9,174653.707528,63.554344,55706.810453
baseline,1,north_to_south_0.184,76.0,3.78,0.0,0.94,994.9,173247.500627,62.798954,55258.19636
baseline,1,north_to_south_0.183,83.0,4.34,0.0,0.68,994.9,185655.449255,66.207297,59216.103824
baseline,1,south_to_north_1.101,86.0,4.57,0.0,0.63,994.9,185583.323844,66.747184,59193.140465
baseline,1,north_to_south_0.186,76.0,3.86,0.0,0.48,994.9,163269.367568,56.257464,52075.847675
baseline,1,south_to_north_1.99,104.0,6.59,0.0,0.17,994.9,189822.398799,70.068065,60545.658812
baseline,1,west_to_east_3.80,112.0,40.14,31.0,0.36,994.9,285649.390318,113.827497,91111.094531
baseline,1,east_to_west_2.90,104.0,31.06,22.0,0.0,994.9,250758.512604,97.934977,79982.101664
baseline,1,east_to_west_2.88,120.0,47.51,38.0,0.0,994.9,303362.237168,120.934765,96761.171061
baseline,1,east_to_west_2.92,91.0,18.78,11.0,0.0,994.9,227987.807317,87.736803,72718.507574
baseline,1,west_to_east_3.82,100.0,22.44,12.0,0.69,994.9,230942.880222,88.39954,73661.451398
baseline,1,west_to_east_3.79,127.0,41.31,33.0,0.69,994.9,289428.09372,115.950392,92316.781597
baseline,1,east_to_west_2.89,119.0,34.68,25.0,0.5,994.9,264488.21415,103.993457,84361.786835
baseline,1,west_to_east_3.81,113.0,37.69,23.0,0.03,994.9,275577.303313,110.130007,87898.255066
baseline,1,west_to_east_3.84,88.0,7.48,0.0,0.03,994.9,193041.984506,70.807064,61572.113291
baseline,1,east_to_west_2.91,106.0,21.9,11.0,0.5,994.9,238334.391996,91.410444,76019.122833
baseline,1,west_to_east_3.83,98.0,25.55,9.0,0.36,994.9,239896.241866,94.115646,76516.75852
baseline,1,east_to_west_2.93,94.0,5.28,0.0,0.5,994.9,187304.249558,69.395559,59742.111898
baseline,1,east_to_west_2.94,87.0,5.35,0.0,0.0,994.9,186785.412184,65.469651,59576.747965
baseline,1,west_to_east_3.86,76.0,3.63,0.0,0.36,994.9,170126.275096,59.760225,54262.803493
baseline,1,east_to_west_2.95,81.0,8.86,0.0,0.5,994.9,175623.946454,63.308302,56016.333949
baseline,1,east_to_west_2.96,76.0,3.47,0.0,0.0,994.9,179964.437502,63.96206,57400.682809
baseline,1,west_to_east_3.87,75.0,3.32,0.0,0.03,994.9,169778.531372,60.658268,54151.800276
baseline,1,west_to_east_3.85,98.0,6.49,0.0,0.7,994.9,194013.595368,71.095159,61882.340024
baseline,1,south_to_north_1.103,114.0,41.84,32.0,0.1,994.9,290979.356876,116.965885,92811.07255
baseline,1,north_to_south_0.187,112.0,39.83,31.0,0.74,994.9,284428.7023,112.825353,90721.773774
baseline,1,south_to_north_1.105,102.0,29.97,21.0,0.57,994.9,251378.187392,98.138366,80179.665551
baseline,1,north_to_south_0.191,99.0,26.56,17.0,0.81,994.9,252371.881094,97.84037,80496.337499
baseline,1,south_to_north_1.107,91.0,19.14,9.0,0.04,994.9,222333.015049,85.77647,70914.851171
baseline,1,north_to_south_0.185,125.0,43.89,34.0,0.21,994.9,295223.426762,117.905123,94165.221552
baseline,1,north_to_south_0.192,99.0,24.8,15.0,0.07,994.9,241317.427168,94.683388,76970.323376
baseline,1,south_to_north_1.102,126.0,42.84,33.0,0.87,994.9,292363.683882,115.836104,93253.134582
